,chembl_id,pref_name,canonical_smiles,max_phase_x,molregno,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score,max_phase_y,pass_ratio
269,CHEMBL2105733,RUCAPARIB PHOSPHATE,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1.O=P(O)(O)O,1,1378003,323.37,2.98,2.0,3.0,56.92,3.0,N,0.0,13.16,9.32,2.45,0.55,BASE,421.37,3.0,24.0,0.69,323.1434,C19H21FN3O5P,4.0,3.0,0.0,0.04,1,0.5714285714285714
270,CHEMBL2106003,CIPRALISANT MALEATE,CC(C)(C)CCC#C[C@@H]1C[C@H]1c1c[nH]cn1.O=C(O)/C=C\C(=O)O,1,1378273,216.33,3.34,1.0,1.0,28.68,2.0,N,0.0,,6.62,3.45,3.39,NEUTRAL,332.4,1.0,16.0,0.75,216.1626,C18H24N2O4,2.0,1.0,0.0,0.12,1,0.7142857142857143
271,CHEMBL2106124,CALCIUM GLYCEROPHOSPHATE,O=P([O-])([O-])OCC(O)CO.[Ca+2],1,1378394,210.13,,,,,,,,,,,,,210.13,,,,209.9606,C3H7CaO6P,,,,,1,0.5714285714285714
272,CHEMBL2106133,BUTAMIRATE CITRATE,CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1,1378403,307.43,3.08,4.0,0.0,38.77,11.0,N,0.0,,9.41,3.43,1.42,BASE,499.56,1.0,22.0,0.47,307.2147,C24H37NO10,4.0,0.0,0.0,-1.02,1,0.42857142857142855
273,CHEMBL2106238,ETHYL LINOLEATE,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,1,1378508,308.51,6.36,2.0,0.0,26.3,15.0,N,1.0,,,6.92,6.92,,308.51,0.0,22.0,0.2,308.2715,C20H36O2,2.0,0.0,1.0,0.87,1,0.14285714285714285
274,CHEMBL2106468,TRICETAMIDE,CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,1,1378738,324.38,1.31,5.0,1.0,77.1,8.0,N,0.0,,,0.41,0.41,NEUTRAL,324.38,1.0,23.0,0.78,324.1685,C16H24N2O5,7.0,1.0,0.0,-1.02,1,1.0
275,CHEMBL2106622,LIOTHYRONINE I 131,N[C@@H](Cc1cc([131I])c(Oc2ccc(O)c([131I])c2)c([131I])c1)C(=O)O,1,1378892,650.98,3.95,4.0,3.0,92.78,5.0,N,1.0,0.3,9.48,2.8,2.76,ZWITTERION,662.98,2.0,23.0,0.43,650.7901,C15H12I3NO4,5.0,4.0,1.0,0.63,1,0.42857142857142855
276,CHEMBL2106633,MAGNESIUM STEARATE,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2],1,1378903,591.26,,,,,,,,,,,,,591.26,,,,590.5125,C36H70MgO4,,,,,1,0.2857142857142857
277,CHEMBL2106991,RALURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](F)[C@@H](CO)O2)cc1Cl,1,1379261,264.64,-0.19,5.0,2.0,84.32,2.0,N,0.0,8.42,,0.04,0.0,NEUTRAL,264.64,1.0,17.0,0.78,264.0313,C9H10ClFN2O4,6.0,2.0,0.0,0.33,1,1.0
278,CHEMBL2107027,SALCAPROZATE SODIUM,O=C([O-])CCCCCCCNC(=O)c1ccccc1O.[Na+],1,1379297,279.34,2.55,3.0,3.0,86.63,9.0,N,0.0,4.93,,3.18,0.68,ACID,301.32,1.0,20.0,0.61,279.1471,C15H20NNaO4,5.0,3.0,0.0,-0.26,1,0.7142857142857143
279,CHEMBL2107350,LEVAMLODIPINE MALATE,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl.O=C(O)C[C@H](O)C(=O)O,1,1379620,408.88,2.27,7.0,2.0,99.88,8.0,N,0.0,,9.45,1.64,-0.37,BASE,542.97,1.0,28.0,0.5,408.1452,C24H31ClN2O10,7.0,3.0,0.0,-0.78,1,0.2857142857142857
280,CHEMBL2113336,ELATINE,CCN1C[C@]2(COC(=O)c3ccccc3N3C(=O)C[C@H](C)C3=O)CC[C@H](OC)[C@@]34C1[C@@]1(OCO[C@@]15C[C@H](OC)[C@H]1C[C@@H]3[C@@H]5[C@H]1OC)[C@@H](OC)[C@H]24,1,1385587,694.82,3.05,11.0,0.0,122.3,9.0,N,2.0,,9.72,1.74,-0.55,BASE,694.82,1.0,50.0,0.28,694.3465,C38H50N2O10,12.0,0.0,2.0,2.59,1,0.42857142857142855
281,CHEMBL2133806,JNJ-38877605,Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,1,1405757,377.36,3.21,7.0,0.0,73.79,3.0,N,0.0,,4.41,3.04,3.04,NEUTRAL,377.36,5.0,28.0,0.48,377.12,C19H13F2N7,7.0,0.0,0.0,-2.37,1,0.8571428571428571
282,CHEMBL2140408,AMG-900,Cc1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccnc(N)n4)cc3)c3ccccc23)c1,1,1412359,503.59,6.64,9.0,2.0,111.73,6.0,N,2.0,,3.48,5.96,5.96,NEUTRAL,503.59,6.0,37.0,0.26,503.1528,C28H21N7OS,8.0,3.0,2.0,-1.13,1,0.5714285714285714
283,CHEMBL2141712,PALOMID-529,COc1ccc(COc2cc3oc(=O)c4cc(C(C)O)ccc4c3cc2OC)cc1,1,1413663,406.43,4.6,6.0,1.0,78.13,6.0,N,0.0,,,3.83,3.83,NEUTRAL,406.43,4.0,30.0,0.37,406.1416,C24H22O6,6.0,1.0,0.0,0.04,1,0.8571428571428571
284,CHEMBL2143592,BMS-794833,Nc1nccc(Oc2ccc(NC(=O)c3c[nH]cc(-c4ccc(F)cc4)c3=O)cc2F)c1Cl,1,1415543,468.85,5.0,5.0,3.0,110.1,5.0,N,0.0,12.72,5.97,3.9,3.89,NEUTRAL,468.85,4.0,33.0,0.38,468.0801,C23H15ClF2N4O3,7.0,4.0,0.0,-1.2,1,0.8571428571428571
285,CHEMBL2147475,BMS-830216,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OP(=O)(O)O)C1CC1,1,1420975,548.94,5.04,8.0,2.0,120.11,9.0,N,2.0,1.21,,4.48,0.93,ACID,548.94,4.0,36.0,0.28,548.0574,C24H22ClN2O7PS,9.0,2.0,2.0,-0.84,1,0.42857142857142855
286,CHEMBL2151205,E-2212,COc1nc(/C=C/c2nc3n(n2)CCC[C@H]3c2ccccc2C(F)(F)F)ccc1-n1cnc(C)c1,1,1421870,480.49,5.29,7.0,0.0,70.65,5.0,N,1.0,,5.84,5.54,5.53,NEUTRAL,480.49,4.0,35.0,0.39,480.1885,C25H23F3N6O,7.0,0.0,1.0,-0.99,1,0.42857142857142855
287,CHEMBL2151570,ABT-107,c1cc2cc(-c3ccc(O[C@H]4CN5CCC4CC5)nn3)ccc2[nH]1,1,1422239,320.4,3.1,4.0,1.0,54.04,3.0,N,0.0,,8.04,2.72,1.99,NEUTRAL,320.4,3.0,24.0,0.81,320.1637,C19H20N4O,5.0,1.0,0.0,-0.6,1,0.8571428571428571
288,CHEMBL2152646,ORELLANINE,[O-][n+]1ccc(O)c(O)c1-c1c(O)c(O)cc[n+]1[O-],1,1423326,252.18,-0.56,6.0,4.0,134.8,1.0,N,0.0,3.17,0.62,-1.67,-3.18,ACID,252.18,2.0,18.0,0.4,252.0382,C10H8N2O6,8.0,4.0,0.0,0.74,1,0.7142857142857143
289,CHEMBL2152712,LY-3031207,CC(C)(C)C(=O)NCc1ccc(Cl)c(C(=O)Nc2ncc[nH]2)c1,1,1423392,334.81,2.98,3.0,3.0,86.88,4.0,N,0.0,11.17,3.67,2.98,2.98,NEUTRAL,334.81,2.0,23.0,0.8,334.1197,C16H19ClN4O2,6.0,3.0,0.0,-1.7,1,1.0
290,CHEMBL2152922,PF-04995274,OC1(CN2CCC(COc3noc4cccc(O[C@@H]5CCOC5)c34)CC2)CCOCC1,1,1423605,432.52,2.63,8.0,1.0,86.42,7.0,N,0.0,,9.59,1.22,-0.95,BASE,432.52,2.0,31.0,0.71,432.226,C23H32N2O6,8.0,1.0,0.0,-0.36,1,1.0
291,CHEMBL2152999,.ALPHA.-TOCOPHERYLOXYACETIC ACID,Cc1c(C)c2c(c(C)c1OCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,1,1423682,488.75,8.6,3.0,1.0,55.76,15.0,N,1.0,3.68,,10.13,6.82,ACID,488.75,1.0,35.0,0.27,488.3866,C31H52O4,4.0,1.0,1.0,1.08,1,0.2857142857142857
292,CHEMBL2177913,AZD-3839,NC1=N[C@@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,1,1438703,431.42,4.63,5.0,1.0,77.05,4.0,N,0.0,,5.27,3.5,3.49,NEUTRAL,431.42,4.0,32.0,0.51,431.1358,C24H16F3N5,5.0,2.0,0.0,-0.75,1,1.0
293,CHEMBL2178100,GLPG0492,CN1C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)[C@@]1(CO)c1ccccc1,1,1438891,389.33,2.86,4.0,1.0,84.64,3.0,N,0.0,,,2.71,2.71,NEUTRAL,389.33,2.0,28.0,0.82,389.0987,C19H14F3N3O3,6.0,1.0,0.0,-0.95,1,0.8571428571428571
294,CHEMBL2178575,GSK-2239633,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(NC(=O)CO)c1,1,1439371,506.99,3.54,8.0,3.0,122.55,8.0,N,1.0,5.3,1.37,3.21,2.29,ACID,506.99,4.0,33.0,0.34,506.0485,C21H19ClN4O5S2,9.0,3.0,1.0,-1.81,1,0.5714285714285714
295,CHEMBL2179582,PF-03382792,CC1(C)C(=O)N(C(=O)NCC2CCN(CC3(O)CCOCC3)CC2)c2cc(F)ccc21,1,1440388,433.52,2.41,5.0,2.0,82.11,4.0,N,0.0,,9.62,1.52,-0.68,BASE,433.52,1.0,31.0,0.76,433.2377,C23H32FN3O4,7.0,2.0,0.0,-0.77,1,1.0
296,CHEMBL2180408,JNJ-42396302,COCCc1ccc(-c2c(C)nc3c(N4CCOCC4)ccnn23)cn1,1,1441223,353.43,2.13,7.0,0.0,64.78,5.0,N,0.0,,4.49,1.22,1.22,NEUTRAL,353.43,3.0,26.0,0.7,353.1852,C19H23N5O2,7.0,0.0,0.0,-1.45,1,1.0
297,CHEMBL2180602,TAFETINIB,CCN(CC)CCNC(=O)c1c(C)[nH]c2c1CCC/C2=C1/C(=O)Nc2ccc(F)cc21,1,1441419,424.52,3.73,3.0,3.0,77.23,6.0,N,0.0,11.42,9.04,3.21,1.56,BASE,424.52,2.0,31.0,0.62,424.2275,C24H29FN4O2,6.0,3.0,0.0,-1.05,1,0.8571428571428571
298,CHEMBL2180604,TAK-593,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,1,1441421,445.48,3.47,8.0,2.0,115.44,6.0,N,0.0,11.28,1.92,3.44,3.44,NEUTRAL,445.48,4.0,33.0,0.47,445.1862,C23H23N7O3,10.0,2.0,0.0,-2.25,1,0.8571428571428571
299,CHEMBL2181753,AM-211,CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)NCc1ccccc1,1,1442581,500.52,5.74,3.0,2.0,78.87,9.0,N,2.0,4.08,,5.12,2.01,ACID,500.52,3.0,36.0,0.39,500.1923,C27H27F3N2O4,6.0,2.0,2.0,-0.92,1,0.5714285714285714
300,CHEMBL2181776,BILB-1941,Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21,1,1442605,562.67,6.29,5.0,3.0,113.32,8.0,N,2.0,3.48,4.09,5.31,2.69,ACID,562.67,4.0,42.0,0.22,562.258,C34H34N4O4,8.0,3.0,2.0,-0.64,1,0.2857142857142857
301,CHEMBL2205230,TAK-441,CCc1cc2c(c(OCC(F)(F)F)c(C(=O)NC3CCN(C(=O)CO)CC3)n2C)c(=O)n1CC(=O)c1ccccc1,1,1444852,576.57,2.44,8.0,2.0,122.87,9.0,N,1.0,13.58,,0.96,0.96,NEUTRAL,576.57,3.0,41.0,0.38,576.2196,C28H31F3N4O6,10.0,2.0,1.0,-1.08,1,0.5714285714285714
302,CHEMBL2207503,EP-0042,Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4ccc(Cl)cc4)CC3)c(Cl)cnc2[nH]1,1,1447148,456.38,4.3,6.0,1.0,65.87,4.0,N,0.0,9.72,6.32,3.88,3.77,NEUTRAL,456.38,4.0,31.0,0.5,455.1392,C22H23Cl2N7,7.0,1.0,0.0,-1.7,1,0.8571428571428571
303,CHEMBL2220079,ACT-001,CC1=C2CC[C@@](C)(O)[C@@H]2[C@H]2OC(=O)[C@@H](CN(C)C)[C@@H]2CC1,1,1449890,293.41,1.98,4.0,1.0,49.77,2.0,N,0.0,,9.26,1.26,-0.6,BASE,293.41,0.0,21.0,0.62,293.1991,C17H27NO3,4.0,1.0,0.0,2.36,1,0.8571428571428571
304,CHEMBL2311157,[11C]-CARFENTANIL,CCC(=O)N(c1ccccc1)C1(C(=O)O[11CH3])CCN(CCc2ccccc2)CC1,1,1510568,394.51,3.68,4.0,0.0,49.85,7.0,N,0.0,,8.05,3.67,2.93,NEUTRAL,393.52,2.0,29.0,0.67,394.2256,C24H30N2O3,5.0,0.0,0.0,-0.48,1,0.8571428571428571
305,CHEMBL2323775,MK-8033,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5ccccn5)cc4c(=O)c3c2)cn1,1,1517937,471.54,3.16,7.0,1.0,106.84,6.0,N,0.0,9.71,4.15,2.07,2.07,NEUTRAL,471.54,5.0,34.0,0.41,471.1365,C25H21N5O3S,8.0,1.0,0.0,-1.77,1,0.8571428571428571
306,CHEMBL2325429,SB-743921,Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1,1,1519608,517.07,6.53,4.0,1.0,76.54,9.0,N,2.0,,9.57,6.27,4.16,BASE,517.07,4.0,37.0,0.27,516.218,C31H33ClN2O3,5.0,2.0,2.0,-0.51,1,0.5714285714285714
307,CHEMBL2331680,RG-7603,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(C2COC2)C3)cc1,1,1521302,452.56,2.27,7.0,2.0,91.85,5.0,N,0.0,13.05,5.73,2.88,2.87,NEUTRAL,452.56,2.0,33.0,0.72,452.2536,C24H32N6O3,9.0,2.0,0.0,-1.28,1,0.8571428571428571
308,CHEMBL2333941,LY-2811376,C[C@@]1(c2cc(-c3cncnc3)c(F)cc2F)CCSC(N)=N1,1,1523585,320.37,3.09,5.0,1.0,64.16,2.0,N,0.0,,8.23,2.5,1.61,NEUTRAL,320.37,2.0,22.0,0.92,320.0907,C15H14F2N4S,4.0,2.0,0.0,-0.55,1,0.8571428571428571
309,CHEMBL2336050,XANOMELINE TARTRATE,CCCCCCOc1nsnc1C1=CCCN(C)C1.O=C(O)C(O)C(O)C(=O)O,1,1525716,281.42,3.22,5.0,0.0,38.25,7.0,N,0.0,,6.7,3.77,3.69,NEUTRAL,431.51,1.0,19.0,0.72,281.1562,C18H29N3O7S,4.0,0.0,0.0,-0.49,1,0.42857142857142855
310,CHEMBL2346976,AZD3514,CC(=O)N1CCN(CCOc2ccc(C3CCN(C4=Nn5c(nnc5C(F)(F)F)CC4)CC3)cc2)CC1,1,1528799,519.57,2.83,8.0,0.0,79.09,5.0,N,1.0,,6.88,0.88,0.76,NEUTRAL,519.57,2.0,37.0,0.6,519.257,C25H32F3N7O2,9.0,0.0,1.0,-1.32,1,0.5714285714285714
311,CHEMBL2356648,GUSPERIMUS TRIHYDROCHLORIDE,Cl.Cl.Cl.N=C(N)NCCCCCCC(=O)NC(O)C(=O)NCCCCNCCCN,1,1533837,387.53,-1.31,6.0,8.0,178.38,17.0,N,1.0,11.37,12.27,-3.14,-7.98,BASE,496.91,0.0,27.0,0.07,387.2958,C17H40Cl3N7O3,10.0,10.0,1.0,0.24,1,0.2857142857142857
312,CHEMBL2369419,COLISTIN METHANESULFONATE,CCC(C)CCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O.CS(=O)(=O)O,1,1543870,1155.45,,,,,,,,,,,,,1251.56,,,,1154.7499,C53H102N16O16S,,,,,1,0.2857142857142857
313,CHEMBL2369994,TIGAPOTIDE TRIFLUTATE,CC(=O)NCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCC(=O)O)[C@@H](C)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CSCNC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](CSCNC(C)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O.O=C(O)C(F)(F)F,1,1544445,2039.17,,,,,,,,,,,,,2153.19,,,,2037.739,C84H120F3N21O36S3,,,,,1,0.2857142857142857
314,CHEMBL2381408,SAR-405838,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2CC[C@H](O)CC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,1,1560817,562.51,5.3,4.0,4.0,90.46,4.0,N,2.0,12.88,8.99,5.08,3.49,BASE,562.51,2.0,38.0,0.41,561.1961,C29H34Cl2FN3O3,6.0,4.0,2.0,-0.27,1,0.5714285714285714
315,CHEMBL2386346,RO-5045337,CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1,1,1563112,727.8,7.75,6.0,0.0,82.52,9.0,N,2.0,,5.34,6.88,6.88,NEUTRAL,727.8,3.0,49.0,0.23,726.2773,C38H48Cl2N4O4S,8.0,0.0,2.0,-0.77,1,0.5714285714285714
316,CHEMBL2386558,MK-3168,CN(C)C(=O)[C@H]1C[C@@H]1c1ccc(-c2ncn(C)c2Sc2ccc(Cl)cn2)cc1,1,1563326,412.95,4.48,5.0,0.0,51.02,5.0,N,0.0,,4.48,4.01,4.01,NEUTRAL,412.95,3.0,28.0,0.62,412.1125,C21H21ClN4OS,5.0,0.0,0.0,-1.23,1,0.8571428571428571
317,CHEMBL2386714,MK-3168 C-11,CN(C)C(=O)[C@H]1C[C@@H]1c1ccc(-c2ncn([11CH3])c2Sc2ccc(Cl)cn2)cc1,1,1563483,412.95,4.48,5.0,0.0,51.02,5.0,N,0.0,,4.48,4.01,4.01,NEUTRAL,411.95,3.0,28.0,0.62,412.1125,C21H21ClN4OS,5.0,0.0,0.0,-1.23,1,0.8571428571428571
318,CHEMBL2387144,J147,COc1cccc(/C=N/N(C(=O)C(F)(F)F)c2ccc(C)cc2C)c1,1,1563918,350.34,4.24,3.0,0.0,41.9,4.0,N,0.0,,,4.99,4.99,NEUTRAL,350.34,2.0,25.0,0.61,350.1242,C18H17F3N2O2,4.0,0.0,0.0,-1.18,1,0.7142857142857143
319,CHEMBL2392545,TAK-960,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C,1,1566128,561.61,3.55,8.0,2.0,102.93,6.0,N,1.0,11.57,8.51,3.12,1.98,BASE,561.61,2.0,40.0,0.55,561.2675,C27H34F3N7O3,10.0,2.0,1.0,-1.18,1,0.5714285714285714
320,CHEMBL2396989,LY-2886721,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@H]2CS1,1,1567495,390.42,2.52,6.0,2.0,89.6,3.0,N,0.0,13.85,7.48,2.45,2.11,NEUTRAL,390.42,2.0,27.0,0.84,390.0962,C18H16F2N4O2S,6.0,3.0,0.0,-1.04,1,1.0
321,CHEMBL2397751,SAD448,CCOC(=O)c1c(C)cc2nc(COC(=O)NCCO)n(-c3ccccc3S(=O)(=O)NC)c(=O)c2c1C,1,1568265,532.58,1.31,10.0,3.0,165.92,9.0,N,1.0,9.59,,1.7,1.69,NEUTRAL,532.58,3.0,37.0,0.34,532.1628,C24H28N4O8S,12.0,3.0,2.0,-1.06,1,0.42857142857142855
322,CHEMBL2401865,OXYNTOMODULIN,CC[C@H](C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)[C@@H](C)O)C(C)C)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)O,1,1569450,4421.89,,,,,,,,,,,,,4421.89,,,,4419.1567,C192H295N59O60S,,,,,1,0.2857142857142857
323,CHEMBL2419346,CUDC-305,CN(C)c1cc2c(cc1Sc1nc3c(N)nccc3n1CCNCC(C)(C)C)OCO2,1,1578126,442.59,3.6,9.0,2.0,90.46,7.0,N,0.0,,10.25,3.89,1.1,BASE,442.59,3.0,31.0,0.54,442.2151,C22H30N6O2S,8.0,3.0,0.0,-1.12,1,0.5714285714285714
324,CHEMBL3039524,ELUBRIXIN TOSYLATE,Cc1ccc(S(=O)(=O)O)cc1.O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl,1,1592342,463.32,3.08,5.0,4.0,110.77,4.0,N,0.0,5.78,7.18,1.64,1.48,ACID,635.52,2.0,29.0,0.52,462.0332,C24H25Cl2FN4O7S2,8.0,4.0,0.0,-1.7,1,0.2857142857142857
325,CHEMBL3040192,TIGAPOTIDE,CC(=O)NCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCC(=O)O)[C@@H](C)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CSCNC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](CSCNC(C)=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O,1,1593003,2039.17,,,,,,,,,,,,,2039.17,,,,2037.739,C82H119N21O34S3,,,,,1,0.2857142857142857
326,CHEMBL3040440,VS-4718,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1C(F)(F)F,1,1593251,501.51,4.79,7.0,3.0,87.75,7.0,N,1.0,,7.57,5.21,4.84,NEUTRAL,501.51,3.0,36.0,0.43,501.1988,C25H26F3N5O3,8.0,3.0,1.0,-1.47,1,0.5714285714285714
327,CHEMBL3087323,DTP-348,Cc1ncc([N+](=O)[O-])n1CCNS(N)(=O)=O,1,1604799,249.25,-1.11,6.0,2.0,133.15,5.0,N,0.0,11.14,3.28,-1.71,-1.71,NEUTRAL,249.25,1.0,16.0,0.5,249.0532,C6H11N5O4S,9.0,3.0,0.0,-2.11,1,0.7142857142857143
328,CHEMBL3092562,PF-05180999,Cc1nc(-c2cnn(C)c2-c2ccc(C(F)(F)F)cn2)c2c(N3CCC3)ncnn12,1,1606934,414.4,3.12,8.0,0.0,77.03,3.0,N,0.0,,2.89,2.39,2.39,NEUTRAL,414.4,4.0,30.0,0.51,414.1528,C19H17F3N8,8.0,0.0,0.0,-1.73,1,1.0
329,CHEMBL3093499,L-377202,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)CCCC(=O)O)C2CCCCC2)[C@H](O)[C@H](C)O1,1,1607880,1396.46,,,,,,,,,,,,,1396.46,,,,1395.597,C65H89N9O25,,,,,1,0.14285714285714285
330,CHEMBL3098771,UAB-30,CC(=C/C=C/C(C)=C/C(=O)O)/C=C1\CCCc2ccccc21,1,1609543,294.39,4.94,1.0,1.0,37.3,4.0,N,0.0,4.54,,5.0,2.22,ACID,294.39,1.0,22.0,0.63,294.162,C20H22O2,2.0,1.0,0.0,1.02,1,0.5714285714285714
331,CHEMBL3109738,JNJ-26483327,COc1cc2ncnc3c2cc1OCCCCCN(C)Cc1ccc(Br)cc1N3,1,1614941,457.37,5.14,6.0,1.0,59.51,1.0,N,1.0,,6.39,4.7,4.66,NEUTRAL,457.37,3.0,29.0,0.55,456.1161,C22H25BrN4O2,6.0,1.0,1.0,-0.18,1,0.42857142857142855
332,CHEMBL3112866,SAR-260301,C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,1,1615819,354.41,1.13,5.0,1.0,78.53,3.0,N,0.0,8.08,0.56,1.23,1.16,NEUTRAL,354.41,2.0,26.0,0.89,354.1692,C19H22N4O3,7.0,1.0,0.0,-1.63,1,1.0
333,CHEMBL3120793,GS-6620,CC(C)OC(=O)[C@H](C)N[P@+]([O-])(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1OC(=O)C(C)C)Oc1ccccc1,1,1620108,644.62,1.81,15.0,3.0,215.61,12.0,N,2.0,11.8,8.35,2.46,1.47,NEUTRAL,644.62,3.0,45.0,0.19,644.236,C29H37N6O9P,15.0,4.0,2.0,0.04,1,0.2857142857142857
